fname,filtered_sound,mfcc
Bunlabelledtest__127_1306764300147_D.wav,"[ 0.02408929  0.02474634  0.02535651 ... -0.09591639 -0.08369999
 -0.07119183]","[[-3.94904161e+02 -4.40892688e+02 -4.87904386e+02 ... -4.57664202e+02
  -4.53765616e+02 -3.01376707e+02]
 [ 1.22781608e+02  1.46765272e+02  1.41810677e+02 ...  1.80532540e+02
   1.68916464e+02  1.42612417e+02]
 [ 2.79017649e+01  4.46393247e+01  8.38670936e+01 ...  1.13349333e+02
   8.21799852e+01  3.94534026e+01]
 ...
 [ 1.26114768e+01  1.62129338e+01  1.35439642e+01 ... -2.06692903e+00
   7.96075931e+00  8.72201718e+00]
 [ 8.53782925e+00  1.10571642e+01  9.09821143e+00 ... -2.22305297e+00
   5.13281634e+00  7.67021253e+00]
 [ 4.65739032e+00  6.55833058e+00  6.75372743e+00 ...  1.33109843e-01
   3.43425406e+00  6.31600621e+00]]"
Bunlabelledtest__128_1306344005749_C.wav,[0.00212267 0.00290941 0.00365944 ... 0.00726555 0.00707747 0.00691428],"[[-4.29344552e+02 -3.94724563e+02 -3.75969841e+02 ... -4.45947368e+02
  -4.36427486e+02 -4.38133896e+02]
 [ 1.52300088e+02  1.93143117e+02  2.14722854e+02 ...  1.33146681e+02
   1.41806961e+02  1.37335431e+02]
 [ 1.00751666e+02  1.21665766e+02  1.32466985e+02 ...  9.11984605e+01
   8.92137013e+01  8.16339376e+01]
 ...
 [ 5.81938534e+00  7.79114165e+00  3.79554679e+00 ...  6.34272925e+00
   4.95530466e+00  6.77227450e+00]
 [ 5.73397369e+00  6.57472692e+00  5.72260121e+00 ...  2.23801127e+00
  -6.81353734e-01  2.78227192e-01]
 [ 7.48468998e+00  8.60002453e+00  9.50647617e+00 ...  2.24125216e+00
  -2.06771804e+00 -3.89095491e+00]]"
Bunlabelledtest__129_1306344506305_B.wav,"[-0.01461578 -0.01505857 -0.01547567 ... -0.02578351 -0.02206622
 -0.01825991]","[[-4.01489333e+02 -3.99873532e+02 -4.00264195e+02 ... -4.15185888e+02
  -4.08015228e+02 -3.94416749e+02]
 [ 1.07001869e+02  1.15656901e+02  1.15478397e+02 ...  9.64331178e+01
   1.03861003e+02  1.14390665e+02]
 [ 6.55353790e+01  8.27010538e+01  8.30524856e+01 ...  6.91689609e+01
   7.04771072e+01  6.51412820e+01]
 ...
 [ 3.54263599e+00  2.56100625e+00  2.06821200e+00 ...  7.48720796e+00
   7.67113690e+00  9.66095483e+00]
 [ 1.31142529e-01  8.76342428e-03 -1.17805991e+00 ...  3.19968172e+00
   4.81092175e+00  7.97906719e+00]
 [-1.30607078e+00 -7.58128233e-01 -1.17827221e+00 ...  2.82667458e+00
   6.14542375e+00  7.69870853e+00]]"
Bunlabelledtest__130_1306347376079_A.wav,"[ 0.03309847  0.04037317  0.04746877 ... -0.04595893 -0.05867566
 -0.07249558]","[[-308.30403664 -307.85984236 -307.20724776 ... -278.03111232
  -252.71847566 -233.09021028]
 [ 137.04554999  148.27483791  150.46428804 ...  179.54944301
   188.27011479  166.84014824]
 [  74.94535129   99.39129673  103.68395292 ...  106.20522183
    76.26463687   41.57794115]
 ...
 [  -4.66671514   -4.35001321   -2.95913876 ...   -0.72783336
     3.02301402    4.2390192 ]
 [  -0.8774581    -2.27328256   -4.67829194 ...    3.68345415
     2.92982039    0.84540282]
 [   2.25340776   -0.59475027   -3.35100374 ...   10.70366169
     4.00961431    0.55158541]]"
Bunlabelledtest__132_1306758754432_A.wav,"[-0.00617711 -0.00656261 -0.00694515 ...  0.02209318  0.01847465
  0.01474148]","[[-4.91646704e+02 -5.01537676e+02 -4.94277348e+02 ... -5.17027216e+02
  -5.00498376e+02 -4.25451164e+02]
 [ 1.65427754e+02  1.89704962e+02  2.04937309e+02 ...  1.87350711e+02
   1.93398526e+02  1.63998343e+02]
 [ 5.23394921e+01  8.35502050e+01  9.76125312e+01 ...  1.09212646e+02
   9.29431461e+01  4.57304118e+01]
 ...
 [ 1.55483308e+00  2.44342100e+00  1.82958725e+00 ... -9.05254371e-01
   3.31492678e-01 -1.79665622e+00]
 [-1.77233594e+00  2.71464185e+00  4.36947341e+00 ... -3.30047267e+00
  -1.19125386e+00 -9.11679807e-01]
 [-2.04684916e+00  1.51485801e+00  1.82192149e+00 ... -4.40038645e+00
  -2.57185179e+00  1.29136817e+00]]"
Bunlabelledtest__132_1306758754432_B.wav,[0.00279685 0.00276307 0.00272853 ... 0.03323162 0.02795972 0.02252623],"[[-4.67210047e+02 -4.52853354e+02 -4.46352201e+02 ... -4.54614410e+02
  -4.48446731e+02 -3.95216074e+02]
 [ 8.38418866e+01  9.99508212e+01  1.08623516e+02 ...  9.97828829e+01
   1.06245072e+02  1.38987616e+02]
 [ 5.82631383e+01  6.45207285e+01  7.15021105e+01 ...  6.92775788e+01
   7.09492217e+01  4.81593722e+01]
 ...
 [ 1.00651124e+01  9.11714816e+00  7.51213523e+00 ...  9.26076216e+00
   7.56589831e+00  4.33202169e+00]
 [ 3.17842268e+00  4.71549485e+00  4.42890356e+00 ...  4.62096516e+00
   4.22734243e+00  2.61768028e+00]
 [-1.07303005e-01  3.94277399e+00  5.00671434e+00 ...  2.24269725e+00
   2.32537979e+00  2.53946196e+00]]"
Bunlabelledtest__132_1306758754432_D.wav,[0.01607742 0.01696008 0.0178182  ... 0.00772306 0.00688898 0.00605617],"[[-4.27772288e+02 -4.59231541e+02 -4.81567921e+02 ... -4.74425961e+02
  -4.77098868e+02 -4.81841555e+02]
 [ 1.33554172e+02  1.47576595e+02  1.39539774e+02 ...  1.49947469e+02
   1.46338420e+02  1.32499859e+02]
 [ 3.66245693e+01  6.47802346e+01  8.26776231e+01 ...  9.34577388e+01
   9.08526188e+01  7.04025390e+01]
 ...
 [ 1.04198521e+01  1.57527273e+01  8.74371536e+00 ...  1.00765569e+01
   7.29092893e+00  1.19232038e+01]
 [ 7.72496777e+00  1.17847527e+01  6.86197592e+00 ...  6.12264292e+00
   3.41888309e+00  5.95726251e+00]
 [ 6.03477420e+00  8.31375688e+00  6.57197868e+00 ...  3.75804734e+00
  -9.38258052e-01  1.43476736e-01]]"
Bunlabelledtest__134_1306428161797_A.wav,"[-0.00727833 -0.00721579 -0.0071565  ... -0.01744722 -0.01428278
 -0.01102996]","[[-455.73040634 -489.95840426 -524.08600948 ... -523.30495536
  -503.70914581 -442.47588166]
 [ 190.5044039   206.70876249  186.54975655 ...  184.912124
   209.79269925  191.82368943]
 [  71.09465466   87.87554123   95.31275483 ...   88.31930904
   107.35662408   63.16856675]
 ...
 [   0.6548956     2.59520911    6.98978508 ...    3.98575533
     0.71397656   -0.90213776]
 [   6.55041649    6.71445988   11.00542922 ...    7.25600206
     4.69385997    1.29472811]
 [   9.61339508    8.71574825    8.63436698 ...    5.40733475
     2.49247869    2.91076127]]"
Bunlabelledtest__134_1306428161797_B.wav,[0.00451147 0.00407721 0.00366493 ... 0.04748281 0.04727454 0.04718111],"[[-5.02425232e+02 -4.96500298e+02 -4.90544916e+02 ... -4.99954731e+02
  -4.51294440e+02 -3.08916199e+02]
 [ 1.36975626e+02  1.51235017e+02  1.59575674e+02 ...  1.47974424e+02
   1.97308859e+02  1.76138036e+02]
 [ 6.31839369e+01  7.77344017e+01  8.49564000e+01 ...  7.76489438e+01
   1.00191734e+02  7.55878111e+01]
 ...
 [ 1.66459793e+00  2.03418719e+00 -6.78613749e-02 ...  8.15269176e+00
   1.24870151e+00  1.82361130e+00]
 [-9.12013359e-01  3.04860210e+00  3.44315587e+00 ...  1.05636613e+01
   4.77715201e+00  5.17835150e+00]
 [-1.05884265e+00  2.17658867e+00  3.52837453e+00 ...  9.40339782e+00
   7.21642839e+00  7.97950362e+00]]"
Bunlabelledtest__135_1306428972976_D.wav,"[ 0.00319361  0.00362073  0.00403507 ... -0.00328552 -0.00410448
 -0.00497571]","[[-4.42496609e+02 -4.10535602e+02 -4.09356105e+02 ... -2.83114703e+02
  -3.12861321e+02 -4.13285254e+02]
 [ 1.55714089e+02  1.94589844e+02  1.97317411e+02 ...  3.13726711e+02
   2.84827297e+02  1.85168008e+02]
 [ 8.58417836e+01  1.09787403e+02  1.14903707e+02 ...  1.12572124e+02
   1.08487656e+02  9.18795945e+01]
 ...
 [ 6.75993318e+00  2.77960683e+00  1.01602766e+00 ...  5.54737339e+00
   7.01262707e+00  8.26997132e+00]
 [ 1.19452122e+00 -2.14742704e+00 -3.38195446e+00 ... -6.88041076e-01
   4.89358803e+00  5.84598513e+00]
 [-1.33651125e-01 -2.45257884e+00 -2.69016284e+00 ... -5.16345483e+00
   8.88979154e-02  5.42600706e+00]]"
Bunlabelledtest__136_1306429977501_A.wav,"[-0.01495843 -0.0147817  -0.01458161 ... -0.02071163 -0.01133658
 -0.00157111]","[[-4.02493399e+02 -4.13542735e+02 -4.30089499e+02 ... -4.63951435e+02
  -4.47064799e+02 -3.93882595e+02]
 [ 1.66003791e+02  1.90365799e+02  1.83169837e+02 ...  1.42659360e+02
   1.53987283e+02  1.80282739e+02]
 [ 6.05747685e+01  9.87745668e+01  1.13990089e+02 ...  9.17679567e+01
   8.02918254e+01  4.53724533e+01]
 ...
 [ 2.85275572e+00  2.45390241e+00  9.15820834e-01 ...  4.21707926e+00
   5.50782412e+00 -4.53925250e-01]
 [-8.49725754e-01  2.99458669e+00  3.28440328e+00 ...  2.74713524e+00
   7.51514108e+00  6.37840865e+00]
 [-2.39669872e+00  2.15224004e+00  5.08597253e+00 ...  2.37046867e+00
   6.21587835e+00  9.25674175e+00]]"
Bunlabelledtest__136_1306429977501_D.wav,"[-0.00212529 -0.00231569 -0.00253019 ...  0.00936319  0.00813063
  0.0068626 ]","[[-468.98658454 -445.33755876 -438.7240936  ... -470.82691876
  -474.04102925 -472.20878882]
 [ 140.19457204  165.11172207  172.82846447 ...  139.53390667
   133.97389134  128.01660313]
 [  82.99515998   89.31875555   93.18065206 ...   87.08154316
    80.20314571   64.62781243]
 ...
 [   5.15960295    1.90986319   -2.53267654 ...   10.0189932
     9.99530389   11.63153321]
 [   2.83383394    5.71142248    3.49159094 ...    8.93336483
    10.42794223   12.16490831]
 [   1.7545365     7.08254122    8.31619566 ...    7.07617216
     7.94647138   10.04332247]]"
Bunlabelledtest__137_1306764999211_A.wav,"[-0.00244319 -0.00268635 -0.00293161 ...  0.02050226  0.02111505
  0.02185261]","[[-4.58590498e+02 -4.31580472e+02 -4.09707325e+02 ... -3.96115101e+02
  -3.96358368e+02 -3.76931352e+02]
 [ 1.36451047e+02  1.68449415e+02  1.98033399e+02 ...  2.05865308e+02
   2.05496692e+02  1.94672049e+02]
 [ 8.20443641e+01  1.00077715e+02  1.25483342e+02 ...  1.09429849e+02
   1.09177820e+02  7.25993913e+01]
 ...
 [ 8.96648708e+00  5.04467358e+00  5.63854280e+00 ... -1.23949640e+01
  -1.65782810e+01 -1.70669205e+01]
 [ 4.98250423e+00  1.76700389e+00  2.48770187e+00 ... -6.97920240e+00
  -8.95083314e+00 -1.37888282e+01]
 [ 5.62169195e+00  2.69879338e+00  4.46861878e+00 ... -2.96996383e-01
  -2.94064391e-02 -4.96168871e+00]]"
Bunlabelledtest__137_1306764999211_B1.wav,"[-0.01423124 -0.01543227 -0.01658627 ...  0.0586263   0.04707184
  0.03517182]","[[-3.99193283e+02 -3.30826296e+02 -3.04779404e+02 ... -3.43300643e+02
  -3.11813958e+02 -2.93592090e+02]
 [ 1.20811495e+02  2.11633823e+02  2.39209543e+02 ...  1.93758081e+02
   2.20011971e+02  2.03174252e+02]
 [ 5.93102266e+01  1.26724373e+02  1.34394234e+02 ...  1.09237156e+02
   1.02484051e+02  6.45653550e+01]
 ...
 [ 4.78739360e+00 -4.20639088e+00 -6.49037807e+00 ... -7.86648593e+00
  -6.27367871e+00 -8.43747556e-01]
 [ 3.28548243e-01 -4.39835758e+00 -2.72967369e+00 ... -4.05550615e+00
  -2.46464854e+00 -4.14703850e-01]
 [ 3.47607544e-01 -2.74688782e+00 -3.30809607e-01 ...  2.97531086e+00
   3.57488473e+00  1.41246152e+00]]"
Bunlabelledtest__137_1306764999211_D2.wav,"[ 0.02849149  0.02491773  0.02132248 ... -0.02525608 -0.02053131
 -0.0156535 ]","[[-329.07113187 -342.16501692 -351.49208846 ... -320.72052313
  -358.19736126 -369.51013591]
 [ 144.90299706  149.00832945  141.97977752 ...  171.95588666
   127.37893937  111.35200087]
 [  65.92817632   94.26387348   99.04211405 ...  100.09164525
    74.87489581   62.01904772]
 ...
 [   6.04182927    3.22693333    5.36903311 ...    1.43818698
     2.22131803    5.10315515]
 [   1.77443731    2.01318775    5.03429783 ...    7.34353948
     2.83950645    5.12418432]
 [  -2.10225135    0.64625571    5.23361518 ...   13.82746199
     6.58932884    4.57907259]]"
Bunlabelledtest__138_1306762146980_C.wav,"[-0.00479227 -0.00499852 -0.00521759 ...  0.0007947   0.00032499
 -0.00017641]","[[-506.10152047 -508.84924097 -514.16790623 ... -504.85204164
  -516.97661834 -509.71825893]
 [ 141.14019211  148.15385021  141.79512064 ...  155.58476464
   139.43178963  146.68922518]
 [  60.01749221   74.16835302   69.93834526 ...   85.34153358
    71.46758507   71.67796761]
 ...
 [  11.04945979    4.9568456     5.83703704 ...   11.54984899
     8.35702979    8.31141931]
 [   6.70105471    5.59094216    6.19864014 ...   11.32594892
    10.40032913   10.19916937]
 [   3.14447644    6.27659491    4.90990508 ...    8.74433969
     9.74653541   10.29727505]]"
Bunlabelledtest__139_1306519274653_B.wav,[0.02066553 0.02098284 0.02128069 ... 0.00665176 0.00628845 0.0059424 ],"[[-391.7616588  -400.29531625 -388.43545265 ... -408.47123305
  -403.97360077 -401.36803271]
 [ 112.06929681  118.51955261  132.5469411  ...  108.72262865
   114.05724782  114.75955919]
 [  49.06989616   74.46652661   80.95117477 ...   67.71237125
    70.72648843   64.90016514]
 ...
 [  11.00116564   10.15483968    2.39211297 ...    5.53405457
     2.56400532    1.43509085]
 [   6.65982559    4.43578708   -1.9135661  ...   -2.33569601
    -5.43640603   -5.93113985]
 [   4.22427009    0.6350238    -0.88376236 ...   -5.17890331
    -8.02262581   -7.14620172]]"
Bunlabelledtest__139_1306519274653_C.wav,"[-0.01634132 -0.01496121 -0.01358117 ...  0.02395183  0.02255548
  0.02122454]","[[-422.51765996 -443.6819718  -456.60230074 ... -445.4915522
  -442.83527761 -406.45738216]
 [ 124.94679444  135.61678923  130.66883675 ...  143.84877659
   146.50298271  136.94725699]
 [  38.67331937   71.00265445   83.69879961 ...   90.40998227
    91.18047652   48.02876734]
 ...
 [   6.69063784    3.31824791    3.78030453 ...    5.57479843
     9.05723897   10.04411538]
 [   6.18443933    3.40186118    1.78924048 ...    3.24761332
     5.23949027    4.9736132 ]
 [   5.47630619    3.94674818    2.86539246 ...    5.95095466
     4.28326849    0.75079914]]"
Bunlabelledtest__141_1306520154450_A.wav,[0.00298952 0.00337103 0.0037485  ... 0.01418192 0.01292529 0.01164298],"[[-457.17563916 -445.42627776 -443.7873456  ... -459.77910461
  -459.24917488 -440.97603106]
 [ 144.71960911  158.45693671  162.0470067  ...  146.78578708
   145.58564583  141.66949541]
 [  78.34833686   85.25040068   91.08091096 ...   92.31531511
    88.34769904   57.47126936]
 ...
 [  -0.62206885   -3.54297172   -5.99109082 ...    6.34850593
     7.04087442    5.29828513]
 [   3.47390529   -1.56471233   -8.02640268 ...    3.53064774
     5.67620211    3.17189716]
 [   9.49157081    3.75908242   -3.14438479 ...    4.0642081
     4.80498886    2.58420971]]"
Bunlabelledtest__141_1306520154450_D.wav,[0.00325551 0.00368321 0.00413721 ... 0.05895263 0.05003059 0.04082856],"[[-3.80188908e+02 -3.71595325e+02 -3.76215024e+02 ... -3.52481864e+02
  -3.52692980e+02 -3.12383226e+02]
 [ 1.26156596e+02  1.37337170e+02  1.34348219e+02 ...  1.60317583e+02
   1.61401940e+02  1.67527172e+02]
 [ 6.99107930e+01  7.87375182e+01  8.31381511e+01 ...  9.19742400e+01
   9.70588247e+01  5.87235240e+01]
 ...
 [ 7.13234969e+00  2.98982742e+00  2.00290695e+00 ...  6.68027047e-01
   6.89719155e+00  7.34196185e+00]
 [ 4.28881103e+00  1.14338022e+00 -3.56683406e-01 ... -2.33195670e-01
   5.60578914e+00  7.60314716e+00]
 [ 4.24315240e+00  2.04799436e+00  1.90393160e+00 ...  1.18777784e+00
   4.09812220e+00  5.94677009e+00]]"
Bunlabelledtest__142_1306763049574_C.wav,"[ 0.00480517  0.00574812  0.00664037 ... -0.00240064 -0.00181975
 -0.00122533]","[[-4.53445991e+02 -4.45462432e+02 -4.67604037e+02 ... -5.33133875e+02
  -5.31063290e+02 -5.35241595e+02]
 [ 2.22611813e+02  2.46804688e+02  2.24398855e+02 ...  1.49085783e+02
   1.52649538e+02  1.48315247e+02]
 [ 8.87299176e+01  1.10937167e+02  1.05181400e+02 ...  6.81206921e+01
   7.23599695e+01  7.14672770e+01]
 ...
 [-3.56982300e+00  2.64307990e+00  5.81184618e+00 ...  6.31493206e+00
   6.18259226e+00  6.10628071e+00]
 [-2.35437838e+00  1.88928722e+00  5.97892770e+00 ...  8.91549289e+00
   9.04216043e+00  6.63248219e+00]
 [-3.88335693e-01 -1.62050432e+00  1.22178785e+00 ...  4.92869887e+00
   6.50060536e+00  5.93040256e+00]]"
Bunlabelledtest__143_1306763822290_D.wav,"[-0.00274822 -0.00203344 -0.00132725 ...  0.01127019  0.00944542
  0.00759244]","[[-494.97194813 -461.03830642 -445.56512319 ... -489.23417628
  -491.77268448 -478.17637241]
 [ 148.21423049  197.59854053  218.90800865 ...  163.32993925
   159.28136237  160.12896062]
 [  71.3921407   119.19278885  138.23792898 ...   98.4197042
    93.30948048   70.30546579]
 ...
 [   8.00705135   -5.04893232   -5.43308183 ...   18.04271903
    15.41518267   10.03514874]
 [   3.21873846   -5.87231022   -6.87869953 ...   16.46410785
    12.61265084    6.59024377]
 [   3.05851159   -0.80279146   -2.72775347 ...   15.45346493
    10.9947416     3.7195757 ]]"
Bunlabelledtest__144_1306522408528_A.wav,"[-0.00910701 -0.00939572 -0.00967148 ... -0.01757567 -0.01506203
 -0.01249171]","[[-4.50256267e+02 -4.10944045e+02 -4.00157976e+02 ... -4.58356547e+02
  -4.52181730e+02 -4.34434891e+02]
 [ 1.19834265e+02  1.72232494e+02  1.84133898e+02 ...  1.21483925e+02
   1.27173169e+02  1.35809936e+02]
 [ 6.02761444e+01  9.51782418e+01  9.96217159e+01 ...  8.01570273e+01
   7.89021522e+01  6.44992247e+01]
 ...
 [ 2.44808631e+00 -3.07038318e+00 -4.29123259e+00 ...  4.16453097e+00
   2.86785323e+00  7.89503443e+00]
 [-1.56472077e+00  6.78241020e-01  1.18330725e+00 ...  3.61507010e-01
  -1.37261594e+00  4.86740339e+00]
 [-2.64615331e+00  3.92242667e+00  5.29465290e+00 ...  2.20421248e+00
  -5.72561922e-01  1.70648667e+00]]"
Bunlabelledtest__145_1307987561278_A.wav,[0.01193015 0.01310994 0.01425967 ... 0.01141522 0.00952176 0.00758897],"[[-446.49464319 -484.56081644 -520.87413011 ... -517.77734061
  -514.57238248 -476.82710694]
 [ 148.31836844  182.46745479  192.77660298 ...  197.48923428
   195.05693184  174.27583353]
 [  43.7509691    59.94090626   94.30837967 ...   97.70777591
    87.91845135   50.25479893]
 ...
 [   6.21252497    9.53993808   12.15252589 ...    9.9157486
     7.64671499    7.72167258]
 [   7.97015028    9.99058484   13.33289749 ...   12.88629976
     8.35949911    6.28827705]
 [   8.63705394    8.72381449    5.98788102 ...    7.83120561
     4.84097463    2.60427834]]"
Bunlabelledtest__145_1307987561278_D.wav,[0.00188882 0.00227979 0.00266969 ... 0.07978298 0.07570153 0.07186072],"[[-513.49512461 -498.06147127 -492.84279265 ... -475.16626038
  -459.04786074 -314.12873763]
 [ 147.70283956  162.64181463  168.33504363 ...  192.18185495
   212.30079318  143.69483605]
 [  85.94710941   87.21536599   89.3965419  ...  109.37476112
   123.49460062   55.85716826]
 ...
 [   1.50311534    4.32655669    5.61061864 ...    1.07798528
     1.07643797    8.33709513]
 [   2.77323777    6.1836746    10.88351225 ...    7.66140216
     7.36231286    6.96989948]
 [   0.75295444    2.03608595    8.59795435 ...    8.58784031
     8.78175975    5.01517762]]"
Bunlabelledtest__146_1306778707532_C.wav,"[ 0.00958548  0.00840783  0.00724821 ... -0.00575965 -0.00418308
 -0.00253957]","[[-410.11282371 -399.57031881 -362.65020126 ... -412.87766753
  -415.15419875 -418.99586329]
 [ 120.14384622  135.51137363  182.73368585 ...  119.41798049
   117.61711218  112.39880288]
 [  67.81792079   81.53817615  114.65732016 ...   70.94395282
    72.09699761   67.87525856]
 ...
 [   7.16642375    4.93607038    8.13762228 ...    2.3785222
     2.64892412    6.6171211 ]
 [   6.69374892    8.25197401    9.77660543 ...    4.00750865
     3.08388476    5.70450668]
 [   7.35465735    9.61029019   10.43859395 ...    5.13171167
     3.32169813    4.491438  ]]"
Bunlabelledtest__146_1306778707532_D31.wav,"[-0.00805629 -0.00862164 -0.00916765 ... -0.03542297 -0.03324801
 -0.03117266]","[[-430.60790933 -418.49761705 -421.82230392 ... -418.41051514
  -429.3175351  -398.10734252]
 [ 112.62151872  129.15584598  126.2406258  ...  135.20073299
   119.60550031  135.78287801]
 [  68.03398368   81.78835383   82.70955328 ...  100.35390396
    85.09090068   62.4811217 ]
 ...
 [   8.01339034    8.85761184    7.75344285 ...    7.21910708
     5.17512872    3.1770456 ]
 [   7.79059634    9.22931388    5.48157702 ...    5.64955894
     4.39538964    0.90728567]
 [   7.67453577    9.47677769    5.82632678 ...    6.85902481
     7.00602635    2.59621026]]"
Bunlabelledtest__147_1306523973811_D.wav,"[-0.00418362 -0.00385133 -0.00354071 ... -0.00813089 -0.00771803
 -0.00735166]","[[-504.06389969 -500.12702468 -500.50044357 ... -473.40022526
  -487.01149387 -487.49359209]
 [ 121.24839758  129.29919803  129.19137708 ...  162.99830803
   146.25269061  133.93358503]
 [  72.17974974   81.40143279   81.49330599 ...  104.40371578
    93.70707557   69.98038057]
 ...
 [  12.1522868    10.8001421     6.81635365 ...    8.52866287
    11.76572183   12.62183305]
 [   4.64807706    6.30163417    4.15977674 ...    8.55397052
    10.37696022    7.93437768]
 [  -0.66544195    2.16322544    4.46041395 ...    9.49290969
     9.84850476    3.43429226]]"
Bunlabelledtest__148_1306768801551_A.wav,"[-0.00184046 -0.00283477 -0.00381793 ... -0.09651298 -0.09048725
 -0.08465218]","[[-506.75662699 -496.98546948 -506.62383596 ... -519.98497824
  -402.36790586 -281.29928062]
 [ 187.25873871  201.89249392  192.58169651 ...  173.24992794
   142.40893045  126.79158283]
 [ 104.00481099  116.37349813  116.14609136 ...   97.17610349
    49.03098187   40.81072909]
 ...
 [  13.39994573   10.01328023    5.15741782 ...    4.37810131
     9.89543084    9.53015145]
 [   3.12408647    2.55574144    3.39970141 ...    4.60662298
     5.5109596     7.69412198]
 [  -3.81787416   -3.79139218    1.23856265 ...    4.55845831
     2.22008743    5.1626681 ]]"
